Geography,Year,Age Group,Strata,Strata Name,Numerator,Percent
San Francisco,2012,18 and Over,Total Population,18 and Over,"2,406",34.7
San Joaquin,2012,18 and Over,Total Population,18 and Over,"2,755",55.1
San Luis Obispo,2012,18 and Over,Total Population,18 and Over,585,30.1
San Mateo,2012,18 and Over,Total Population,18 and Over,"1,957",34.1
Santa Barbara,2012,18 and Over,Total Population,18 and Over,826,24.6
Santa Clara,2012,18 and Over,Total Population,18 and Over,"3,791",27.6
Santa Cruz,2012,18 and Over,Total Population,18 and Over,510,24.5
Shasta,2012,18 and Over,Total Population,18 and Over,662,51.3
Siskiyou,2012,18 and Over,Total Population,18 and Over,117,39.1
Solano,2012,18 and Over,Total Population,18 and Over,"2,232",71.6
Sonoma,2012,18 and Over,Total Population,18 and Over,"1,349",36.2
Stanislaus,2012,18 and Over,Total Population,18 and Over,"1,832",49.1
Sutter,2012,18 and Over,Total Population,18 and Over,175,25.8
Tehama,2012,18 and Over,Total Population,18 and Over,221,50.5
Trinity,2012,18 and Over,Total Population,18 and Over,57,73
Tulare,2012,18 and Over,Total Population,18 and Over,"1,266",41.1
Tuolumne,2012,18 and Over,Total Population,18 and Over,192,49
Ventura,2012,18 and Over,Total Population,18 and Over,"1,583",25.6
Yolo,2012,18 and Over,Total Population,18 and Over,546,36.9
Yuba,2012,18 and Over,Total Population,18 and Over,220,42
Alameda,2012,18 and Over,Race-Ethnicity,African-American,"3,344",228.8
Butte,2012,18 and Over,Race-Ethnicity,African-American,35,135.4
California,2012,18 and Over,Race-Ethnicity,African-American,"25,073",145.4
Contra Costa,2012,18 and Over,Race-Ethnicity,African-American,"1,693",234.5
Del Norte,2012,18 and Over,Race-Ethnicity,African-American,30,298.5
El Dorado,2012,18 and Over,Race-Ethnicity,African-American,5,
Fresno,2012,18 and Over,Race-Ethnicity,African-American,372,107.6
Humboldt,2012,18 and Over,Race-Ethnicity,African-American,30,267.3
Imperial,2012,18 and Over,Race-Ethnicity,African-American,38,70.6
Kern,2012,18 and Over,Race-Ethnicity,African-American,512,144.8
Kings,2012,18 and Over,Race-Ethnicity,African-American,128,127.6
Lake,2012,18 and Over,Race-Ethnicity,African-American,24,293.1
Los Angeles,2012,18 and Over,Race-Ethnicity,African-American,"8,040",126.3
Madera,2012,18 and Over,Race-Ethnicity,African-American,50,99.1
Marin,2012,18 and Over,Race-Ethnicity,African-American,60,102.3
Mendocino,2012,18 and Over,Race-Ethnicity,African-American,12,224.6
Merced,2012,18 and Over,Race-Ethnicity,African-American,234,368.3
Monterey,2012,18 and Over,Race-Ethnicity,African-American,81,85.6
Napa,2012,18 and Over,Race-Ethnicity,African-American,24,125.8
Orange,2012,18 and Over,Race-Ethnicity,African-American,386,95.1
Placer,2012,18 and Over,Race-Ethnicity,African-American,23,65.1
Riverside,2012,18 and Over,Race-Ethnicity,African-American,"1,154",109.7
Sacramento,2012,18 and Over,Race-Ethnicity,African-American,"2,031",185.3
San Bernardino,2012,18 and Over,Race-Ethnicity,African-American,"1,986",146.3
San Diego,2012,18 and Over,Race-Ethnicity,African-American,"1,328",112.3
San Francisco,2012,18 and Over,Race-Ethnicity,African-American,793,206.4
San Joaquin,2012,18 and Over,Race-Ethnicity,African-American,678,179.9
San Luis Obispo,2012,18 and Over,Race-Ethnicity,African-American,27,49.3
San Mateo,2012,18 and Over,Race-Ethnicity,African-American,127,79.6
Santa Barbara,2012,18 and Over,Race-Ethnicity,African-American,58,89.4
Santa Clara,2012,18 and Over,Race-Ethnicity,African-American,398,107.7
Santa Cruz,2012,18 and Over,Race-Ethnicity,African-American,10,
Shasta,2012,18 and Over,Race-Ethnicity,African-American,9,
Solano,2012,18 and Over,Race-Ethnicity,African-American,783,172.7
Sonoma,2012,18 and Over,Race-Ethnicity,African-American,92,151.2
Stanislaus,2012,18 and Over,Race-Ethnicity,African-American,188,212.3
Tulare,2012,18 and Over,Race-Ethnicity,African-American,62,152.4
Ventura,2012,18 and Over,Race-Ethnicity,African-American,83,77.8
Yolo,2012,18 and Over,Race-Ethnicity,African-American,42,99.8
Yuba,2012,18 and Over,Race-Ethnicity,African-American,26,143.5
Alameda,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,19,62.5
Butte,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,9,
California,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,403,32.1
Contra Costa,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,20,73.2
Humboldt,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,37,78.5
Inyo,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,7,
Los Angeles,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,45,27.9
Mendocino,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,20,81.6
Riverside,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,12,15
Sacramento,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,36,57.1
San Bernardino,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,31,48.6
San Diego,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,23,23.5
San Francisco,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,14,104.8
San Mateo,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,15,185.8
Shasta,2012,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,13,39.3
Alameda,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,574,18.2
Butte,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,6,
California,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,"5,571",14
Contra Costa,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,258,21.8
Fresno,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,67,12.9
Humboldt,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,11,
Kern,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,48,20.7
Los Angeles,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,"1,376",11.8
Madera,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,6,
Marin,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,17,14.9
Merced,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,20,17.9
Monterey,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,32,13.2
Napa,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,18,24.1
Orange,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,439,10.4
Placer,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,24,13.2
Riverside,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,111,10.9
Sacramento,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,366,22.8
San Bernardino,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,103,11.6
San Diego,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,367,13.4
San Francisco,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,362,13.8
San Joaquin,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,198,29.1
San Mateo,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,272,18.3
Santa Barbara,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,10,
Santa Clara,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,510,12.1
Santa Cruz,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,11,
Shasta,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,5,
Solano,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,177,35.2
Sonoma,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,12,7.6
Stanislaus,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,33,16.5
Sutter,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,,18.4
Tehama,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,6,
Tulare,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,17,14.9
Ventura,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,34,7.4
Yolo,2012,18 and Over,Race-Ethnicity,Asian/Pacific Islander,40,25.2
Alameda,2012,18 and Over,Race-Ethnicity,Hispanic,919,39.3
Amador,2012,18 and Over,Race-Ethnicity,Hispanic,9,
Butte,2012,18 and Over,Race-Ethnicity,Hispanic,62,24.8
California,2012,18 and Over,Race-Ethnicity,Hispanic,"33,176",35.2
Colusa,2012,18 and Over,Race-Ethnicity,Hispanic,17,33.1
Contra Costa,2012,18 and Over,Race-Ethnicity,Hispanic,"1,132",63.2
El Dorado,2012,18 and Over,Race-Ethnicity,Hispanic,25,17.7
Fresno,2012,18 and Over,Race-Ethnicity,Hispanic,"1,565",51.9
Glenn,2012,18 and Over,Race-Ethnicity,Hispanic,13,22.3
Humboldt,2012,18 and Over,Race-Ethnicity,Hispanic,28,32.1
Imperial,2012,18 and Over,Race-Ethnicity,Hispanic,389,40.2
Kern,2012,18 and Over,Race-Ethnicity,Hispanic,958,37.9
Kings,2012,18 and Over,Race-Ethnicity,Hispanic,287,65
Lake,2012,18 and Over,Race-Ethnicity,Hispanic,42,78
Los Angeles,2012,18 and Over,Race-Ethnicity,Hispanic,"11,216",35
Madera,2012,18 and Over,Race-Ethnicity,Hispanic,242,47.6
Marin,2012,18 and Over,Race-Ethnicity,Hispanic,60,20.5
Mendocino,2012,18 and Over,Race-Ethnicity,Hispanic,43,39.3
Merced,2012,18 and Over,Race-Ethnicity,Hispanic,519,58.7
Monterey,2012,18 and Over,Race-Ethnicity,Hispanic,526,33.7
Napa,2012,18 and Over,Race-Ethnicity,Hispanic,58,21.1
Nevada,2012,18 and Over,Race-Ethnicity,Hispanic,14,18.8
Orange,2012,18 and Over,Race-Ethnicity,Hispanic,"1,632",24.5
Placer,2012,18 and Over,Race-Ethnicity,Hispanic,54,15.6
Riverside,2012,18 and Over,Race-Ethnicity,Hispanic,"1,858",27.8
Sacramento,2012,18 and Over,Race-Ethnicity,Hispanic,"1,174",58.4
San Benito,2012,18 and Over,Race-Ethnicity,Hispanic,73,32.3
San Bernardino,2012,18 and Over,Race-Ethnicity,Hispanic,"2,423",36.5
San Diego,2012,18 and Over,Race-Ethnicity,Hispanic,"1,660",23.7
San Francisco,2012,18 and Over,Race-Ethnicity,Hispanic,298,32.8
San Joaquin,2012,18 and Over,Race-Ethnicity,Hispanic,724,42.4
San Luis Obispo,2012,18 and Over,Race-Ethnicity,Hispanic,83,20.5
San Mateo,2012,18 and Over,Race-Ethnicity,Hispanic,771,58.2
Santa Barbara,2012,18 and Over,Race-Ethnicity,Hispanic,296,21.4
Santa Clara,2012,18 and Over,Race-Ethnicity,Hispanic,"1,417",43.6
Santa Cruz,2012,18 and Over,Race-Ethnicity,Hispanic,147,25.8
Shasta,2012,18 and Over,Race-Ethnicity,Hispanic,28,22.5
Solano,2012,18 and Over,Race-Ethnicity,Hispanic,320,50
Sonoma,2012,18 and Over,Race-Ethnicity,Hispanic,265,31.9
Stanislaus,2012,18 and Over,Race-Ethnicity,Hispanic,519,37.1
Sutter,2012,18 and Over,Race-Ethnicity,Hispanic,44,31.4
Tehama,2012,18 and Over,Race-Ethnicity,Hispanic,10,
Tulare,2012,18 and Over,Race-Ethnicity,Hispanic,443,27.5
Tuolumne,2012,18 and Over,Race-Ethnicity,Hispanic,12,23.3
Ventura,2012,18 and Over,Race-Ethnicity,Hispanic,543,24.6
Yolo,2012,18 and Over,Race-Ethnicity,Hispanic,184,45.4
Yuba,2012,18 and Over,Race-Ethnicity,Hispanic,30,26.8
Alameda,2012,18 and Over,Race-Ethnicity,White,"1,716",39.6
Amador,2012,18 and Over,Race-Ethnicity,White,202,105.4
Butte,2012,18 and Over,Race-Ethnicity,White,565,45.9
Calaveras,2012,18 and Over,Race-Ethnicity,White,126,47.3
California,2012,18 and Over,Race-Ethnicity,White,"43,905",36.6
Colusa,2012,18 and Over,Race-Ethnicity,White,28,39.8
Contra Costa,2012,18 and Over,Race-Ethnicity,White,"1,843",46.8
Del Norte,2012,18 and Over,Race-Ethnicity,White,56,40.8
El Dorado,2012,18 and Over,Race-Ethnicity,White,358,35.5
Fresno,2012,18 and Over,Race-Ethnicity,White,"1,361",58
Glenn,2012,18 and Over,Race-Ethnicity,White,54,53.6
Humboldt,2012,18 and Over,Race-Ethnicity,White,647,78.9
Imperial,2012,18 and Over,Race-Ethnicity,White,213,113
Inyo,2012,18 and Over,Race-Ethnicity,White,40,43.3
Kern,2012,18 and Over,Race-Ethnicity,White,"1,194",47.7
Kings,2012,18 and Over,Race-Ethnicity,White,428,98.1
Lake,2012,18 and Over,Race-Ethnicity,White,251,72.2
Lassen,2012,18 and Over,Race-Ethnicity,White,57,31.3
Los Angeles,2012,18 and Over,Race-Ethnicity,White,"6,980",30.5
Madera,2012,18 and Over,Race-Ethnicity,White,169,41.1
Marin,2012,18 and Over,Race-Ethnicity,White,362,24.7
Mariposa,2012,18 and Over,Race-Ethnicity,White,33,27.8
Mendocino,2012,18 and Over,Race-Ethnicity,White,263,64.7
Merced,2012,18 and Over,Race-Ethnicity,White,426,66.1
Modoc,2012,18 and Over,Race-Ethnicity,White,31,66.7
Monterey,2012,18 and Over,Race-Ethnicity,White,385,37.1
Napa,2012,18 and Over,Race-Ethnicity,White,303,50.1
Nevada,2012,18 and Over,Race-Ethnicity,White,276,49.3
Orange,2012,18 and Over,Race-Ethnicity,White,"3,095",28.8
Placer,2012,18 and Over,Race-Ethnicity,White,680,33.8
Plumas,2012,18 and Over,Race-Ethnicity,White,39,32.7
Riverside,2012,18 and Over,Race-Ethnicity,White,"2,507",38.3
Sacramento,2012,18 and Over,Race-Ethnicity,White,"2,554",46
San Benito,2012,18 and Over,Race-Ethnicity,White,54,42.2
San Bernardino,2012,18 and Over,Race-Ethnicity,White,"2,847",54.1
San Diego,2012,18 and Over,Race-Ethnicity,White,"2,842",23.4
San Francisco,2012,18 and Over,Race-Ethnicity,White,836,28.9
San Joaquin,2012,18 and Over,Race-Ethnicity,White,"1,079",55.9
San Luis Obispo,2012,18 and Over,Race-Ethnicity,White,458,34
San Mateo,2012,18 and Over,Race-Ethnicity,White,684,27.3
Santa Barbara,2012,18 and Over,Race-Ethnicity,White,440,27.2
Santa Clara,2012,18 and Over,Race-Ethnicity,White,"1,282",25.1
Santa Cruz,2012,18 and Over,Race-Ethnicity,White,319,25.9
Shasta,2012,18 and Over,Race-Ethnicity,White,593,57
Siskiyou,2012,18 and Over,Race-Ethnicity,White,94,40.1
Solano,2012,18 and Over,Race-Ethnicity,White,849,63.4
Sonoma,2012,18 and Over,Race-Ethnicity,White,939,36.5
Stanislaus,2012,18 and Over,Race-Ethnicity,White,"1,004",55
Sutter,2012,18 and Over,Race-Ethnicity,White,101,27.8
Tehama,2012,18 and Over,Race-Ethnicity,White,202,66.2
Trinity,2012,18 and Over,Race-Ethnicity,White,48,80.5
Tulare,2012,18 and Over,Race-Ethnicity,White,463,43.8
Tuolumne,2012,18 and Over,Race-Ethnicity,White,174,57.3
Ventura,2012,18 and Over,Race-Ethnicity,White,883,28.7
Yolo,2012,18 and Over,Race-Ethnicity,White,264,32.9
Yuba,2012,18 and Over,Race-Ethnicity,White,154,45.5
Alameda,2012,18 and Over,Sex,Female,"4,381",71.4
Amador,2012,18 and Over,Sex,Female,128,116.9
Butte,2012,18 and Over,Sex,Female,439,54.7
Calaveras,2012,18 and Over,Sex,Female,86,52.7
California,2012,18 and Over,Sex,Female,"71,141",49.2
Colusa,2012,18 and Over,Sex,Female,36,45.7
Contra Costa,2012,18 and Over,Sex,Female,"3,296",79
Del Norte,2012,18 and Over,Sex,Female,70,68.5
El Dorado,2012,18 and Over,Sex,Female,253,40.2
Fresno,2012,18 and Over,Sex,Female,"2,229",66.6
Glenn,2012,18 and Over,Sex,Female,51,50.4
Humboldt,2012,18 and Over,Sex,Female,472,92.2
Imperial,2012,18 and Over,Sex,Female,435,70.1
Inyo,2012,18 and Over,Sex,Female,30,43.1
Kern,2012,18 and Over,Sex,Female,"1,701",58.3
Kings,2012,18 and Over,Sex,Female,557,122.1
Lake,2012,18 and Over,Sex,Female,199,82.4
Lassen,2012,18 and Over,Sex,Female,44,50.7
Los Angeles,2012,18 and Over,Sex,Female,"18,314",47.2
Madera,2012,18 and Over,Sex,Female,306,54.3
Marin,2012,18 and Over,Sex,Female,312,31.2
Mariposa,2012,18 and Over,Sex,Female,27,41.7
Mendocino,2012,18 and Over,Sex,Female,202,63.4
Merced,2012,18 and Over,Sex,Female,837,93.5
Modoc,2012,18 and Over,Sex,Female,25,81.3
Mono,2012,18 and Over,Sex,Female,7,
Monterey,2012,18 and Over,Sex,Female,711,47.9
Napa,2012,18 and Over,Sex,Female,260,47.9
Nevada,2012,18 and Over,Sex,Female,191,56.5
Orange,2012,18 and Over,Sex,Female,"3,748",31.2
Placer,2012,18 and Over,Sex,Female,507,36
Plumas,2012,18 and Over,Sex,Female,40,58.2
Riverside,2012,18 and Over,Sex,Female,"3,684",44.9
Sacramento,2012,18 and Over,Sex,Female,"4,045",73.1
San Benito,2012,18 and Over,Sex,Female,83,41.1
San Bernardino,2012,18 and Over,Sex,Female,"4,908",64.7
San Diego,2012,18 and Over,Sex,Female,"4,140",34.1
San Francisco,2012,18 and Over,Sex,Female,"1,389",41.5
San Joaquin,2012,18 and Over,Sex,Female,"1,675",66.5
San Luis Obispo,2012,18 and Over,Sex,Female,387,42.8
San Mateo,2012,18 and Over,Sex,Female,"1,102",36.4
Santa Barbara,2012,18 and Over,Sex,Female,532,31.9
Santa Clara,2012,18 and Over,Sex,Female,"2,409",34.6
Santa Cruz,2012,18 and Over,Sex,Female,330,32.1
Shasta,2012,18 and Over,Sex,Female,395,58.9
Siskiyou,2012,18 and Over,Sex,Female,72,48.6
Solano,2012,18 and Over,Sex,Female,"1,375",87.8
Sonoma,2012,18 and Over,Sex,Female,866,45.5
Stanislaus,2012,18 and Over,Sex,Female,"1,106",58.6
Sutter,2012,18 and Over,Sex,Female,118,34.2
Tehama,2012,18 and Over,Sex,Female,150,68.8
Trinity,2012,18 and Over,Sex,Female,35,93.4
Tulare,2012,18 and Over,Sex,Female,766,49.9
Tuolumne,2012,18 and Over,Sex,Female,115,64.9
Ventura,2012,18 and Over,Sex,Female,"1,057",33.8
Yolo,2012,18 and Over,Sex,Female,308,41.8
Yuba,2012,18 and Over,Sex,Female,146,55.9
Alameda,2012,18 and Over,Sex,Male,"2,584",44.8
Amador,2012,18 and Over,Sex,Male,86,59.8
Butte,2012,18 and Over,Sex,Male,259,30.4
Calaveras,2012,18 and Over,Sex,Male,51,32.4
California,2012,18 and Over,Sex,Male,"42,005",29.7
Colusa,2012,18 and Over,Sex,Male,16,22.8
Contra Costa,2012,18 and Over,Sex,Male,"2,020",52.8
Del Norte,2012,18 and Over,Sex,Male,22,17.6
El Dorado,2012,18 and Over,Sex,Male,149,22.5
Fresno,2012,18 and Over,Sex,Male,"1,203",35.9
Glenn,2012,18 and Over,Sex,Male,23,22
Humboldt,2012,18 and Over,Sex,Male,297,54.7
Imperial,2012,18 and Over,Sex,Male,224,33.4
Inyo,2012,18 and Over,Sex,Male,20,26.9
Kern,2012,18 and Over,Sex,Male,"1,092",34.3
Kings,2012,18 and Over,Sex,Male,299,49.5
Lake,2012,18 and Over,Sex,Male,129,57.3
Lassen,2012,18 and Over,Sex,Male,28,14
Los Angeles,2012,18 and Over,Sex,Male,"10,479",28.3
Madera,2012,18 and Over,Sex,Male,166,32.3
Marin,2012,18 and Over,Sex,Male,205,20.6
Mariposa,2012,18 and Over,Sex,Male,13,17.6
Mendocino,2012,18 and Over,Sex,Male,151,47.8
Merced,2012,18 and Over,Sex,Male,395,44.4
Monterey,2012,18 and Over,Sex,Male,385,23.1
Napa,2012,18 and Over,Sex,Male,147,27.8
Nevada,2012,18 and Over,Sex,Male,112,33.8
Orange,2012,18 and Over,Sex,Male,"2,100",18.3
Placer,2012,18 and Over,Sex,Male,294,22.5
Plumas,2012,18 and Over,Sex,Male,9,
Riverside,2012,18 and Over,Sex,Male,"2,144",26.2
Sacramento,2012,18 and Over,Sex,Male,"2,529",48.3
San Benito,2012,18 and Over,Sex,Male,49,25.8
San Bernardino,2012,18 and Over,Sex,Male,"2,836",38.1
San Diego,2012,18 and Over,Sex,Male,"2,492",20.6
San Francisco,2012,18 and Over,Sex,Male,"1,017",28.7
San Joaquin,2012,18 and Over,Sex,Male,"1,080",43.5
San Luis Obispo,2012,18 and Over,Sex,Male,198,18.6
San Mateo,2012,18 and Over,Sex,Male,855,31.2
Santa Barbara,2012,18 and Over,Sex,Male,294,17.6
Santa Clara,2012,18 and Over,Sex,Male,"1,382",20.4
Santa Cruz,2012,18 and Over,Sex,Male,180,16.7
Shasta,2012,18 and Over,Sex,Male,267,43.1
Siskiyou,2012,18 and Over,Sex,Male,45,29.8
Solano,2012,18 and Over,Sex,Male,857,55.3
Sonoma,2012,18 and Over,Sex,Male,483,26.3
Stanislaus,2012,18 and Over,Sex,Male,726,39.2
Sutter,2012,18 and Over,Sex,Male,57,17.4
Tehama,2012,18 and Over,Sex,Male,71,32.6
Trinity,2012,18 and Over,Sex,Male,22,57
Tulare,2012,18 and Over,Sex,Male,500,32.1
Tuolumne,2012,18 and Over,Sex,Male,77,36.3
Ventura,2012,18 and Over,Sex,Male,526,17.1
Yolo,2012,18 and Over,Sex,Male,237,31.8
Yuba,2012,18 and Over,Sex,Male,74,27.9
Alameda,2012,All Ages,Total Population,All Ages,"9,917",65.2
Amador,2012,All Ages,Total Population,All Ages,264,83.5
Butte,2012,All Ages,Total Population,All Ages,950,45.7
Calaveras,2012,All Ages,Total Population,All Ages,173,43.5
California,2012,All Ages,Total Population,All Ages,"185,831",49.8
Colusa,2012,All Ages,Total Population,All Ages,81,37.3
Contra Costa,2012,All Ages,Total Population,All Ages,"7,940",76
Del Norte,2012,All Ages,Total Population,All Ages,140,49.8
El Dorado,2012,All Ages,Total Population,All Ages,570,34.5
Fresno,2012,All Ages,Total Population,All Ages,"7,190",72.6
Glenn,2012,All Ages,Total Population,All Ages,106,37.4
Humboldt,2012,All Ages,Total Population,All Ages,990,75.5
Imperial,2012,All Ages,Total Population,All Ages,"1,422",77.9
Inyo,2012,All Ages,Total Population,All Ages,82,48.4
Kern,2012,All Ages,Total Population,All Ages,"5,255",58.8
Kings,2012,All Ages,Total Population,All Ages,"1,443",94.8
Lake,2012,All Ages,Total Population,All Ages,437,73.5
Lassen,2012,All Ages,Total Population,All Ages,102,32.2
Los Angeles,2012,All Ages,Total Population,All Ages,"49,574",51.3
Madera,2012,All Ages,Total Population,All Ages,"1,134",72.7
Marin,2012,All Ages,Total Population,All Ages,713,28.9
Mariposa,2012,All Ages,Total Population,All Ages,61,40.6
Mendocino,2012,All Ages,Total Population,All Ages,494,60.4
Merced,2012,All Ages,Total Population,All Ages,"2,211",82.5
Modoc,2012,All Ages,Total Population,All Ages,48,60
Mono,2012,All Ages,Total Population,All Ages,24,18.6
Monterey,2012,All Ages,Total Population,All Ages,"1,990",46.3
Napa,2012,All Ages,Total Population,All Ages,565,41.4
Nevada,2012,All Ages,Total Population,All Ages,399,47.5
Orange,2012,All Ages,Total Population,All Ages,"9,946",33.3
Placer,2012,All Ages,Total Population,All Ages,"1,107",31.4
Plumas,2012,All Ages,Total Population,All Ages,76,46.4
Riverside,2012,All Ages,Total Population,All Ages,"9,856",43.7
Sacramento,2012,All Ages,Total Population,All Ages,"9,449",65.8
San Benito,2012,All Ages,Total Population,All Ages,241,42.8
San Bernardino,2012,All Ages,Total Population,All Ages,"13,307",63.3
San Diego,2012,All Ages,Total Population,All Ages,"11,792",38.6
San Francisco,2012,All Ages,Total Population,All Ages,"3,236",43.5
San Joaquin,2012,All Ages,Total Population,All Ages,"4,305",61.2
San Luis Obispo,2012,All Ages,Total Population,All Ages,861,36.6
San Mateo,2012,All Ages,Total Population,All Ages,"2,781",38.2
Santa Barbara,2012,All Ages,Total Population,All Ages,"1,520",36.6
Santa Clara,2012,All Ages,Total Population,All Ages,"5,689",31.5
Santa Cruz,2012,All Ages,Total Population,All Ages,934,37.7
Shasta,2012,All Ages,Total Population,All Ages,929,55.8
Sierra,2012,All Ages,Total Population,All Ages,5,
Siskiyou,2012,All Ages,Total Population,All Ages,159,41.1
Solano,2012,All Ages,Total Population,All Ages,"3,295",81.3
Sonoma,2012,All Ages,Total Population,All Ages,"1,949",41.8
Stanislaus,2012,All Ages,Total Population,All Ages,"2,918",55.9
Sutter,2012,All Ages,Total Population,All Ages,256,27.3
Tehama,2012,All Ages,Total Population,All Ages,326,55
Trinity,2012,All Ages,Total Population,All Ages,65,63.3
Tulare,2012,All Ages,Total Population,All Ages,"2,330",49.4
Tuolumne,2012,All Ages,Total Population,All Ages,267,57.5
Ventura,2012,All Ages,Total Population,All Ages,"2,793",34.3
Yolo,2012,All Ages,Total Population,All Ages,797,41.9
Yuba,2012,All Ages,Total Population,All Ages,284,39.1
Alameda,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,24,62.5
Butte,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,9,
California,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,537,33.5
Contra Costa,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,25,78.3
Del Norte,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,5,
Fresno,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,11,
Humboldt,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,50,74.8
Inyo,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,91.4
Lake,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Los Angeles,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,61,32.5
Mendocino,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,25,74
Orange,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,9,
Riverside,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,17,16.7
Sacramento,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,47,60.1
San Bernardino,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,36,44
San Diego,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,31,24.1
San Francisco,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,20,181.5
San Joaquin,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,9,
San Mateo,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,15,137.9
Shasta,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,22,51
Solano,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,10,
Sonoma,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,33.6
Stanislaus,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Tulare,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,9,
Alameda,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,862,21.7
Butte,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,13,13.6
California,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,"8,634",18.4
Contra Costa,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,394,26.8
El Dorado,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,7,
Fresno,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,169,19.9
Humboldt,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,16,45.6
Kern,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,71,23.4
Los Angeles,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,"2,067",16.8
